;Unnamed: 0.1;Unnamed: 0;Tweets;langkah01;token;token_akhir;langkah02;finalText_str;teksprocessed
20;20;20;@kemarinnsore Oke, Kak Ra. Arel senang jika informasinya membantu, tetap setia menggunakan Telkomsel ya. Sehat selalu😉 -Arel;kemarinnsore oke kak ra arel senang jika informasinya membantu tetap setia menggunakan telkomsel ya sehat selalu arel;['kemarinnsore', 'oke', 'kak', 'ra', 'arel', 'senang', 'jika', 'informasinya', 'membantu', 'tetap', 'setia', 'menggunakan', 'telkomsel', 'ya', 'sehat', 'selalu', 'arel'];['kemarinnsore', 'oke', 'kak', 'ra', 'arel', 'senang', 'jika', 'informasinya', 'membantu', 'tetap', 'setia', 'menggunakan', 'telkomsel', 'ya', 'sehat', 'selalu', 'arel'];kemarinnsore oke kak ra arel senang jika informasinya membantu tetap setia menggunakan telkomsel ya sehat selalu arel;kemarinnsore oke kak ra arel senang jika informasinya membantu tetap setia menggunakan telkomsel ya sehat selalu arel;kemarinnsore oke ra arel senang informasi bantu tetap setia guna telkomsel sehat selalu arel
21;21;21;@vachirait Hai, Kak Celi. Arel infoin, saat ini ada penyesuaian masa aktif. Masa aktif akan bertambah terhitung dar… https://t.co/GaSohlXhwa;vachirait hai kak celi arel infoin saat ini ada penyesuaian masa aktif masa aktif akan bertambah terhitung dar cogasohl;['vachirait', 'hai', 'kak', 'celi', 'arel', 'infoin', 'saat', 'ini', 'ada', 'penyesuaian', 'masa', 'aktif', 'masa', 'aktif', 'akan', 'bertambah', 'terhitung', 'dar', 'cogasohl'];['vachirait', 'hai', 'kak', 'celi', 'arel', 'infoin', 'saat', 'ini', 'ada', 'penyesuaian', 'masa', 'aktif', 'masa', 'aktif', 'akan', 'bertambah', 'terhitung', 'dar', 'cogasohl'];vachirait hai kak celi arel infoin saat ini ada penyesuaian masa aktif masa aktif akan bertambah terhitung dar cogasohl;vachirait hai kak celi arel infoin saat ini ada penyesuaian masa aktif masa aktif akan bertambah terhitung dar cogasohl;vachirait hai celi arel infoin ini sesuai masa aktif masa aktif tambah hitung dar cogasohl
22;22;22;@r4ndomthing Baik, Kak. Mohon berkenan menunggu interaksi selanjutnya via DM ya. Makasih😊 -Arel;rndomthing baik kak mohon berkenan menunggu interaksi selanjutnya via dm ya makasih arel;['rndomthing', 'baik', 'kak', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'via', 'dm', 'ya', 'makasih', 'arel'];['rndomthing', 'baik', 'kak', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'via', 'dm', 'ya', 'makasih', 'arel'];rndomthing baik kak mohon berkenan menunggu interaksi selanjutnya via dm ya makasih arel;rndomthing baik kak mohon berkenan menunggu interaksi selanjutnya via dm ya makasih arel;rndomthing baik mohon kenan tunggu interaksi lanjut via dm makasih arel
23;23;23;@DeraOyy Baik, Kak Dera. Mohon berkenan menunggu interaksi selanjutnya di DM ya Kak. Terima kasih😊-Dofi;deraoyy baik kak dera mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;['deraoyy', 'baik', 'kak', 'dera', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];['deraoyy', 'baik', 'kak', 'dera', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];deraoyy baik kak dera mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;deraoyy baik kak dera mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;deraoyy baik dera mohon kenan tunggu interaksi lanjut dm kak terima kasih dofi
24;24;24;@DeraOyy Hai, Kak Dera. Maaf jadi ga nyaman. Mengenai kendala resgitrasi kartu Prepaid, kuy infoin Nomor HP via DM… https://t.co/yh0qtwOtl6;deraoyy hai kak dera maaf jadi ga nyaman mengenai kendala resgitrasi kartu prepaid kuy infoin nomor hp via dm coyhqtwotl;['deraoyy', 'hai', 'kak', 'dera', 'maaf', 'jadi', 'ga', 'nyaman', 'mengenai', 'kendala', 'resgitrasi', 'kartu', 'prepaid', 'kuy', 'infoin', 'nomor', 'hp', 'via', 'dm', 'coyhqtwotl'];['deraoyy', 'hai', 'kak', 'dera', 'maaf', 'jadi', 'ga', 'nyaman', 'mengenai', 'kendala', 'resgitrasi', 'kartu', 'prepaid', 'kuy', 'infoin', 'nomor', 'hp', 'via', 'dm', 'coyhqtwotl'];deraoyy hai kak dera maaf jadi ga nyaman mengenai kendala resgitrasi kartu prepaid kuy infoin nomor hp via dm coyhqtwotl;deraoyy hai kak dera maaf jadi ga nyaman mengenai kendala resgitrasi kartu prepaid kuy infoin nomor hp via dm coyhqtwotl;deraoyy hai dera maaf jadi ga nyaman kena kendala resgitrasi kartu prepaid kuy infoin nomor hp via dm coyhqtwotl
25;25;25;@DeraOyy Dibuat bingung ya, Kak Dera. Terkait kendala registrasi kartu. Pastiin format sudah sesuai dengan cara SMS… https://t.co/I1Tkr889w2;deraoyy dibuat bingung ya kak dera terkait kendala registrasi kartu pastiin format sudah sesuai dengan cara sms coitkrw;['deraoyy', 'dibuat', 'bingung', 'ya', 'kak', 'dera', 'terkait', 'kendala', 'registrasi', 'kartu', 'pastiin', 'format', 'sudah', 'sesuai', 'dengan', 'cara', 'sms', 'coitkrw'];['deraoyy', 'dibuat', 'bingung', 'ya', 'kak', 'dera', 'terkait', 'kendala', 'registrasi', 'kartu', 'pastiin', 'format', 'sudah', 'sesuai', 'dengan', 'cara', 'sms', 'coitkrw'];deraoyy dibuat bingung ya kak dera terkait kendala registrasi kartu pastiin format sudah sesuai dengan cara sms coitkrw;deraoyy dibuat bingung ya kak dera terkait kendala registrasi kartu pastiin format sudah sesuai dengan cara sms coitkrw;deraoyy buat bingung kak dera kait kendala registrasi kartu pastiin format sesuai cara sms coitkrw
26;26;26;@r4ndomthing Hai, kak. Maaf ya, Kak. Untuk kendalanya, silakan konfirmasi kembali ke DM, supaya dibantu lebih lanju… https://t.co/yxkTzPByGA;rndomthing hai kak maaf ya kak untuk kendalanya silakan konfirmasi kembali ke dm supaya dibantu lebih lanju co;['rndomthing', 'hai', 'kak', 'maaf', 'ya', 'kak', 'untuk', 'kendalanya', 'silakan', 'konfirmasi', 'kembali', 'ke', 'dm', 'supaya', 'dibantu', 'lebih', 'lanju', 'co'];['rndomthing', 'hai', 'kak', 'maaf', 'ya', 'kak', 'untuk', 'kendalanya', 'silakan', 'konfirmasi', 'kembali', 'ke', 'dm', 'supaya', 'dibantu', 'lebih', 'lanju', 'co'];rndomthing hai kak maaf ya kak untuk kendalanya silakan konfirmasi kembali ke dm supaya dibantu lebih lanju co;rndomthing hai kak maaf ya kak untuk kendalanya silakan konfirmasi kembali ke dm supaya dibantu lebih lanju co;rndomthing hai maaf kak kendala sila konfirmasi ke dm bantu lebih lanju co
27;27;27;@alananiga Selamat pagi juga Kak. Baik, Rara segera cek DM Kakak ya. Mohon ditunggu :) -Rara;alananiga selamat pagi juga kak baik rara segera cek dm kakak ya mohon ditunggu rara;['alananiga', 'selamat', 'pagi', 'juga', 'kak', 'baik', 'rara', 'segera', 'cek', 'dm', 'kakak', 'ya', 'mohon', 'ditunggu', 'rara'];['alananiga', 'selamat', 'pagi', 'juga', 'kak', 'baik', 'rara', 'segera', 'cek', 'dm', 'kakak', 'ya', 'mohon', 'ditunggu', 'rara'];alananiga selamat pagi juga kak baik rara segera cek dm kakak ya mohon ditunggu rara;alananiga selamat pagi juga kak baik rara segera cek dm kakak ya mohon ditunggu rara;alananiga selamat pagi kak baik rara segera cek dm kakak mohon tunggu rara
28;28;28;@tobatomat Dibuat bingung ya, Kak. Terkait reaktivasi kartu. Nomor yang udah melewatkan masa tenggang bisa di-reakt… https://t.co/ZtvNdcOV6W;tobatomat dibuat bingung ya kak terkait reaktivasi kartu nomor yang udah melewatkan masa tenggang bisa di reakt coztvndcovw;['tobatomat', 'dibuat', 'bingung', 'ya', 'kak', 'terkait', 'reaktivasi', 'kartu', 'nomor', 'yang', 'udah', 'melewatkan', 'masa', 'tenggang', 'bisa', 'di', 'reakt', 'coztvndcovw'];['tobatomat', 'dibuat', 'bingung', 'ya', 'kak', 'terkait', 'reaktivasi', 'kartu', 'nomor', 'yang', 'udah', 'melewatkan', 'masa', 'tenggang', 'bisa', 'di', 'reakt', 'coztvndcovw'];tobatomat dibuat bingung ya kak terkait reaktivasi kartu nomor yang udah melewatkan masa tenggang bisa di reakt coztvndcovw;tobatomat dibuat bingung ya kak terkait reaktivasi kartu nomor yang udah melewatkan masa tenggang bisa di reakt coztvndcovw;tobatomat buat bingung kak kait reaktivasi kartu nomor udah lewat masa tenggang di reakt coztvndcovw
29;29;29;@nocrypt_ Maaf ya udah bikin gak nyaman :( Yuk infoin ke DM nomor HP sama detail kendala menerima SMS promo spam, b… https://t.co/rIJjmUzu6p;nocrypt_ maaf ya udah bikin gak nyaman yuk infoin ke dm nomor hp sama detail kendala menerima sms promo spam corijjmuzup;['nocrypt_', 'maaf', 'ya', 'udah', 'bikin', 'gak', 'nyaman', 'yuk', 'infoin', 'ke', 'dm', 'nomor', 'hp', 'sama', 'detail', 'kendala', 'menerima', 'sms', 'promo', 'spam', 'corijjmuzup'];['nocrypt_', 'maaf', 'ya', 'udah', 'bikin', 'gak', 'nyaman', 'yuk', 'infoin', 'ke', 'dm', 'nomor', 'hp', 'sama', 'detail', 'kendala', 'menerima', 'sms', 'promo', 'spam', 'corijjmuzup'];nocrypt_ maaf ya udah bikin gak nyaman yuk infoin ke dm nomor hp sama detail kendala menerima sms promo spam corijjmuzup;nocrypt_ maaf ya udah bikin gak nyaman yuk infoin ke dm nomor hp sama detail kendala menerima sms promo spam corijjmuzup;nocrypt maaf udah bikin gak nyaman yuk infoin dm nomor hp sama detail kendala terima sms promo spam corijjmuzup
30;30;30;@arinda_sa Hai, Kak Arinda. Maaf ya untuk kendala berlangganan Disney+ Hotstar. Yuk Kak infoin nomor hp Kakak ke DM… https://t.co/zNdg560X0h;arinda_sa hai kak arinda maaf ya untuk kendala berlangganan disney hotstar yuk kak infoin nomor hp kakak ke dm cozndg;['arinda_sa', 'hai', 'kak', 'arinda', 'maaf', 'ya', 'untuk', 'kendala', 'berlangganan', 'disney', 'hotstar', 'yuk', 'kak', 'infoin', 'nomor', 'hp', 'kakak', 'ke', 'dm', 'cozndg'];['arinda_sa', 'hai', 'kak', 'arinda', 'maaf', 'ya', 'untuk', 'kendala', 'berlangganan', 'disney', 'hotstar', 'yuk', 'kak', 'infoin', 'nomor', 'hp', 'kakak', 'ke', 'dm', 'cozndg'];arinda_sa hai kak arinda maaf ya untuk kendala berlangganan disney hotstar yuk kak infoin nomor hp kakak ke dm cozndg;arinda_sa hai kak arinda maaf ya untuk kendala berlangganan disney hotstar yuk kak infoin nomor hp kakak ke dm cozndg;arinda sa hai arinda maaf untuk kendala langgan disney hotstar yuk infoin nomor hp kakak dm cozndg
31;31;31;@kemarinnsore Morning juga Kak Ra. Micha infoin untuk Monetary Pulsa gak bisa digunain buat aktivasi paket ya, hany… https://t.co/gfG0QZIUrP;kemarinnsore morning juga kak ra micha infoin untuk monetary pulsa gak bisa digunain buat aktivasi paket ya hany cogfgqziurp;['kemarinnsore', 'morning', 'juga', 'kak', 'ra', 'micha', 'infoin', 'untuk', 'monetary', 'pulsa', 'gak', 'bisa', 'digunain', 'buat', 'aktivasi', 'paket', 'ya', 'hany', 'cogfgqziurp'];['kemarinnsore', 'morning', 'juga', 'kak', 'ra', 'micha', 'infoin', 'untuk', 'monetary', 'pulsa', 'gak', 'bisa', 'digunain', 'buat', 'aktivasi', 'paket', 'ya', 'hany', 'cogfgqziurp'];kemarinnsore morning juga kak ra micha infoin untuk monetary pulsa gak bisa digunain buat aktivasi paket ya hany cogfgqziurp;kemarinnsore morning juga kak ra micha infoin untuk monetary pulsa gak bisa digunain buat aktivasi paket ya hany cogfgqziurp;kemarinnsore morning kak ra micha infoin monetary pulsa gak digunain buat aktivasi paket hany cogfgqziurp
32;32;32;@WongIndonesiaOK Duh dibuat gak nyaman ya, kak. Mengenai kendala tarif layanan Telkomsel, saat ini ada penyesuaian… https://t.co/YME4idwEkW;wongindonesiaok duh dibuat gak nyaman ya kak mengenai kendala tarif layanan telkomsel saat ini ada penyesuaian coymeidwekw;['wongindonesiaok', 'duh', 'dibuat', 'gak', 'nyaman', 'ya', 'kak', 'mengenai', 'kendala', 'tarif', 'layanan', 'telkomsel', 'saat', 'ini', 'ada', 'penyesuaian', 'coymeidwekw'];['wongindonesiaok', 'duh', 'dibuat', 'gak', 'nyaman', 'ya', 'kak', 'mengenai', 'kendala', 'tarif', 'layanan', 'telkomsel', 'saat', 'ini', 'ada', 'penyesuaian', 'coymeidwekw'];wongindonesiaok duh dibuat gak nyaman ya kak mengenai kendala tarif layanan telkomsel saat ini ada penyesuaian coymeidwekw;wongindonesiaok duh dibuat gak nyaman ya kak mengenai kendala tarif layanan telkomsel saat ini ada penyesuaian coymeidwekw;wongindonesiaok duh buat gak nyaman kak kena kendala tarif layan telkomsel ini sesuai coymeidwekw
33;33;33;@arinda_sa Dibuat bingung ya, Kak Arinda. Micha infoin sejak tanggal 30 Mei 22 ada beberapa paket yang udah gak ber… https://t.co/u7aoPqL53R;arinda_sa dibuat bingung ya kak arinda micha infoin sejak tanggal   mei   ada beberapa paket yang udah gak ber couaopqlr;['arinda_sa', 'dibuat', 'bingung', 'ya', 'kak', 'arinda', 'micha', 'infoin', 'sejak', 'tanggal', 'mei', 'ada', 'beberapa', 'paket', 'yang', 'udah', 'gak', 'ber', 'couaopqlr'];['arinda_sa', 'dibuat', 'bingung', 'ya', 'kak', 'arinda', 'micha', 'infoin', 'sejak', 'tanggal', 'mei', 'ada', 'beberapa', 'paket', 'yang', 'udah', 'gak', 'ber', 'couaopqlr'];arinda_sa dibuat bingung ya kak arinda micha infoin sejak tanggal mei ada beberapa paket yang udah gak ber couaopqlr;arinda_sa dibuat bingung ya kak arinda micha infoin sejak tanggal mei ada beberapa paket yang udah gak ber couaopqlr;arinda sa buat bingung kak arinda micha infoin sejak tanggal mei beberapa paket udah gak ber couaopqlr
34;34;34;@DidinAisah Hai, Kak Didin. Jangan lupa check-in setiap harinya ya Kak, agar ga ketinggalan rewardnya. Info lengkap… https://t.co/k964LOhgl4;didinaisah hai kak didin jangan lupa check in setiap harinya ya kak agar ga ketinggalan rewardnya info lengkap coklohgl;['didinaisah', 'hai', 'kak', 'didin', 'jangan', 'lupa', 'check', 'in', 'setiap', 'harinya', 'ya', 'kak', 'agar', 'ga', 'ketinggalan', 'rewardnya', 'info', 'lengkap', 'coklohgl'];['didinaisah', 'hai', 'kak', 'didin', 'jangan', 'lupa', 'check', 'in', 'setiap', 'harinya', 'ya', 'kak', 'agar', 'ga', 'ketinggalan', 'rewardnya', 'info', 'lengkap', 'coklohgl'];didinaisah hai kak didin jangan lupa check in setiap harinya ya kak agar ga ketinggalan rewardnya info lengkap coklohgl;didinaisah hai kak didin jangan lupa check in setiap harinya ya kak agar ga ketinggalan rewardnya info lengkap coklohgl;didinaisah hai din jangan lupa check in hari kak ga tinggal rewardnya info lengkap coklohgl
35;35;35;@peachewrry Hai, Kak. Maaf atas ketidaknyaman yang dialami. Kuy interaksinya dilanjut via DM agar Arel bantu lebih lanjut. Tks😉 -Arel;peachewrry hai kak maaf atas ketidaknyaman yang dialami kuy interaksinya dilanjut via dm agar arel bantu lebih lanjut tks arel;['peachewrry', 'hai', 'kak', 'maaf', 'atas', 'ketidaknyaman', 'yang', 'dialami', 'kuy', 'interaksinya', 'dilanjut', 'via', 'dm', 'agar', 'arel', 'bantu', 'lebih', 'lanjut', 'tks', 'arel'];['peachewrry', 'hai', 'kak', 'maaf', 'atas', 'ketidaknyaman', 'yang', 'dialami', 'kuy', 'interaksinya', 'dilanjut', 'via', 'dm', 'agar', 'arel', 'bantu', 'lebih', 'lanjut', 'tks', 'arel'];peachewrry hai kak maaf atas ketidaknyaman yang dialami kuy interaksinya dilanjut via dm agar arel bantu lebih lanjut tks arel;peachewrry hai kak maaf atas ketidaknyaman yang dialami kuy interaksinya dilanjut via dm agar arel bantu lebih lanjut tks arel;peachewrry hai maaf atas ketidaknyaman alami kuy interaksi lanjut via dm arel bantu lebih lanjut tks arel
36;36;36;@mszoa Baik, Kak Joy. Jika Kakak udah menyapa Kami di DM, mohon berkenan menunggu interaksi selanjutnya di DM ya Kak. Terima kasih😊-Dofi;mszoa baik kak joy jika kakak udah menyapa kami di dm mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;['mszoa', 'baik', 'kak', 'joy', 'jika', 'kakak', 'udah', 'menyapa', 'kami', 'di', 'dm', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];['mszoa', 'baik', 'kak', 'joy', 'jika', 'kakak', 'udah', 'menyapa', 'kami', 'di', 'dm', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];mszoa baik kak joy jika kakak udah menyapa kami di dm mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;mszoa baik kak joy jika kakak udah menyapa kami di dm mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;mszoa baik joy kakak udah sapa dm mohon kenan tunggu interaksi lanjut di dm kak terima kasih dofi
37;37;37;@CooPnet_Payment Okeyyy, Kak. Tunggu interaksi selanjutnya di DM ya. Makasih :) -Micha;coopnet_payment okeyyy kak tunggu interaksi selanjutnya di dm ya makasih micha;['coopnet_payment', 'okeyyy', 'kak', 'tunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'makasih', 'micha'];['coopnet_payment', 'okeyyy', 'kak', 'tunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'makasih', 'micha'];coopnet_payment okeyyy kak tunggu interaksi selanjutnya di dm ya makasih micha;coopnet_payment okeyyy kak tunggu interaksi selanjutnya di dm ya makasih micha;coopnet payment okeyyy tunggu interaksi lanjut dm makasih micha
38;38;38;@mszoa Baik, Kak Joy. Mohon berkenan menunggu interaksi selanjutnya di DM ya Kak. Terima kasih😊-Dofi;mszoa baik kak joy mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;['mszoa', 'baik', 'kak', 'joy', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];['mszoa', 'baik', 'kak', 'joy', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];mszoa baik kak joy mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;mszoa baik kak joy mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;mszoa baik joy mohon kenan tunggu interaksi lanjut dm kak terima kasih dofi
39;39;39;@minoohnim Hai, Kak Mino. Arel infoin untuk Prime Video Mobile, dapat diakses melalui perangkat smartphone dan maks… https://t.co/5sJWY7zwTm;minoohnim hai kak mino arel infoin untuk prime video mobile dapat diakses melalui perangkat smartphone dan maks cosjwyzwtm;['minoohnim', 'hai', 'kak', 'mino', 'arel', 'infoin', 'untuk', 'prime', 'video', 'mobile', 'dapat', 'diakses', 'melalui', 'perangkat', 'smartphone', 'dan', 'maks', 'cosjwyzwtm'];['minoohnim', 'hai', 'kak', 'mino', 'arel', 'infoin', 'untuk', 'prime', 'video', 'mobile', 'dapat', 'diakses', 'melalui', 'perangkat', 'smartphone', 'dan', 'maks', 'cosjwyzwtm'];minoohnim hai kak mino arel infoin untuk prime video mobile dapat diakses melalui perangkat smartphone dan maks cosjwyzwtm;minoohnim hai kak mino arel infoin untuk prime video mobile dapat diakses melalui perangkat smartphone dan maks cosjwyzwtm;minoohnim hai mino arel infoin prime video mobile akses lalu perangkat smartphone maks cosjwyzwtm
40;40;40;@boo_vya Hai, Kak. Maaf ya untuk kendala MyTelkomsel. Yuk sapa Kami di DM agar privasi terjaga. Kami infoin juga un… https://t.co/9j4TV3YkBJ;boo_vya hai kak maaf ya untuk kendala mytelkomsel yuk sapa kami di dm agar privasi terjaga kami infoin juga un cojtvykbj;['boo_vya', 'hai', 'kak', 'maaf', 'ya', 'untuk', 'kendala', 'mytelkomsel', 'yuk', 'sapa', 'kami', 'di', 'dm', 'agar', 'privasi', 'terjaga', 'kami', 'infoin', 'juga', 'un', 'cojtvykbj'];['boo_vya', 'hai', 'kak', 'maaf', 'ya', 'untuk', 'kendala', 'mytelkomsel', 'yuk', 'sapa', 'kami', 'di', 'dm', 'agar', 'privasi', 'terjaga', 'kami', 'infoin', 'juga', 'un', 'cojtvykbj'];boo_vya hai kak maaf ya untuk kendala mytelkomsel yuk sapa kami di dm agar privasi terjaga kami infoin juga un cojtvykbj;boo_vya hai kak maaf ya untuk kendala mytelkomsel yuk sapa kami di dm agar privasi terjaga kami infoin juga un cojtvykbj;boo vya hai maaf untuk kendala mytelkomsel yuk sapa di dm privasi jaga infoin un cojtvykbj
41;41;41;@Williamild Duh, Maaf nih Kak Will, udah keganggu. Mengenai kendala sinyal. Yuk infoin nomor HP, tanggal waktu keja… https://t.co/Z4MRvaeRql;williamild duh maaf nih kak will udah keganggu mengenai kendala sinyal yuk infoin nomor hp tanggal waktu keja cozmrvaerql;['williamild', 'duh', 'maaf', 'nih', 'kak', 'will', 'udah', 'keganggu', 'mengenai', 'kendala', 'sinyal', 'yuk', 'infoin', 'nomor', 'hp', 'tanggal', 'waktu', 'keja', 'cozmrvaerql'];['williamild', 'duh', 'maaf', 'nih', 'kak', 'will', 'udah', 'keganggu', 'mengenai', 'kendala', 'sinyal', 'yuk', 'infoin', 'nomor', 'hp', 'tanggal', 'waktu', 'keja', 'cozmrvaerql'];williamild duh maaf nih kak will udah keganggu mengenai kendala sinyal yuk infoin nomor hp tanggal waktu keja cozmrvaerql;williamild duh maaf nih kak will udah keganggu mengenai kendala sinyal yuk infoin nomor hp tanggal waktu keja cozmrvaerql;williamild duh maaf nih will udah ganggu kena kendala sinyal yuk infoin nomor hp tanggal waktu keja cozmrvaerql
42;42;42;@Saraahdvy Halo, Kak Sarah. Maaf ya. Mengenai kendala aplikasi MyTelkomsel, udah clear cache dan menggunakan apps v… https://t.co/EvN5LPrdfG;saraahdvy halo kak sarah maaf ya mengenai kendala aplikasi mytelkomsel udah clear cache dan menggunakan apps coevnlprdfg;['saraahdvy', 'halo', 'kak', 'sarah', 'maaf', 'ya', 'mengenai', 'kendala', 'aplikasi', 'mytelkomsel', 'udah', 'clear', 'cache', 'dan', 'menggunakan', 'apps', 'coevnlprdfg'];['saraahdvy', 'halo', 'kak', 'sarah', 'maaf', 'ya', 'mengenai', 'kendala', 'aplikasi', 'mytelkomsel', 'udah', 'clear', 'cache', 'dan', 'menggunakan', 'apps', 'coevnlprdfg'];saraahdvy halo kak sarah maaf ya mengenai kendala aplikasi mytelkomsel udah clear cache dan menggunakan apps coevnlprdfg;saraahdvy halo kak sarah maaf ya mengenai kendala aplikasi mytelkomsel udah clear cache dan menggunakan apps coevnlprdfg;saraahdvy halo sarah maaf kena kendala aplikasi mytelkomsel udah clear cache guna apps coevnlprdfg
43;43;43;@lutfiahsiti_ Hai, Kak. Maafin untuk keluhan tarif paketnya. Telkomsel memberi penawaran secara personal sesuai pro… https://t.co/oGuQse7grx;lutfiahsiti_ hai kak maafin untuk keluhan tarif paketnya telkomsel memberi penawaran secara personal sesuai pro cooguqsegrx;['lutfiahsiti_', 'hai', 'kak', 'maafin', 'untuk', 'keluhan', 'tarif', 'paketnya', 'telkomsel', 'memberi', 'penawaran', 'secara', 'personal', 'sesuai', 'pro', 'cooguqsegrx'];['lutfiahsiti_', 'hai', 'kak', 'maafin', 'untuk', 'keluhan', 'tarif', 'paketnya', 'telkomsel', 'memberi', 'penawaran', 'secara', 'personal', 'sesuai', 'pro', 'cooguqsegrx'];lutfiahsiti_ hai kak maafin untuk keluhan tarif paketnya telkomsel memberi penawaran secara personal sesuai pro cooguqsegrx;lutfiahsiti_ hai kak maafin untuk keluhan tarif paketnya telkomsel memberi penawaran secara personal sesuai pro cooguqsegrx;lutfiahsiti hai maafin keluh tarif paket telkomsel beri tawar personal sesuai pro cooguqsegrx
44;44;44;@lutfiahsiti_ Hai, Kak Lutfiah. Maaf ya untuk keluhan tarif paketnya. Masih banyak kok paket murah lainnya dari Tel… https://t.co/yggm0I2O6A;lutfiahsiti_ hai kak lutfiah maaf ya untuk keluhan tarif paketnya masih banyak kok paket murah lainnya dari tel coyggmioa;['lutfiahsiti_', 'hai', 'kak', 'lutfiah', 'maaf', 'ya', 'untuk', 'keluhan', 'tarif', 'paketnya', 'masih', 'banyak', 'kok', 'paket', 'murah', 'lainnya', 'dari', 'tel', 'coyggmioa'];['lutfiahsiti_', 'hai', 'kak', 'lutfiah', 'maaf', 'ya', 'untuk', 'keluhan', 'tarif', 'paketnya', 'masih', 'banyak', 'kok', 'paket', 'murah', 'lainnya', 'dari', 'tel', 'coyggmioa'];lutfiahsiti_ hai kak lutfiah maaf ya untuk keluhan tarif paketnya masih banyak kok paket murah lainnya dari tel coyggmioa;lutfiahsiti_ hai kak lutfiah maaf ya untuk keluhan tarif paketnya masih banyak kok paket murah lainnya dari tel coyggmioa;lutfiahsiti hai lutfiah maaf untuk keluh tarif paket banyak kok paket murah lain tel coyggmioa
45;45;45;@lutfiahsiti_ Duhh jadi ga nyaman ya, Kak Lutfiah😥 Mengenai keluhan tarif, Arel infoin bahwa harga dan beenfit sesu… https://t.co/A2ge9riQgh;lutfiahsiti_ duhh jadi ga nyaman ya kak lutfiah mengenai keluhan tarif arel infoin bahwa harga dan beenfit sesu coageriqgh;['lutfiahsiti_', 'duhh', 'jadi', 'ga', 'nyaman', 'ya', 'kak', 'lutfiah', 'mengenai', 'keluhan', 'tarif', 'arel', 'infoin', 'bahwa', 'harga', 'dan', 'beenfit', 'sesu', 'coageriqgh'];['lutfiahsiti_', 'duhh', 'jadi', 'ga', 'nyaman', 'ya', 'kak', 'lutfiah', 'mengenai', 'keluhan', 'tarif', 'arel', 'infoin', 'bahwa', 'harga', 'dan', 'beenfit', 'sesu', 'coageriqgh'];lutfiahsiti_ duhh jadi ga nyaman ya kak lutfiah mengenai keluhan tarif arel infoin bahwa harga dan beenfit sesu coageriqgh;lutfiahsiti_ duhh jadi ga nyaman ya kak lutfiah mengenai keluhan tarif arel infoin bahwa harga dan beenfit sesu coageriqgh;lutfiahsiti duhh jadi ga nyaman kak lutfiah kena keluh tarif arel infoin harga beenfit sesu coageriqgh
46;46;46;@Marsha09871 Baik, Kak Marsha. Mohon berkenan menunggu interaksi selanjutnya di DM ya Kak. Terima kasih😊-Dofi;marsha baik kak marsha mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;['marsha', 'baik', 'kak', 'marsha', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];['marsha', 'baik', 'kak', 'marsha', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];marsha baik kak marsha mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;marsha baik kak marsha mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;marsha baik marsha mohon kenan tunggu interaksi lanjut dm kak terima kasih dofi
